degree,label,gene_list
95,1,BCL2
63,1,TP63
47,1,KIT
15,1,HOXA13
46,1,SEPT9
22,1,RSPO2
351,1,ZCCHC8
33,1,TCL1A
2,1,PAX8
23,1,HOXA11
82,1,FOXP1
220,1,FAT3
60,1,KDM5C
194,1,KMT2D
624,1,LCK
167,1,PCBP1
512,1,MSN
337,1,EED
204,1,SPEN
15,1,RB1
57,1,CCNE1
285,1,ERCC5
442,1,BCL10
48,1,PIK3R1
5,1,DNAJB1
50,1,CASP3
33,1,FGFR4
46,1,FGFR2
267,1,LYL1
74,1,DAXX
260,1,CSF3R
258,1,CPEB3
115,1,AFF3
124,1,KDSR
223,1,EPHA3
77,1,MAX
249,1,FSTL3
194,1,USP44
320,1,CSF1R
174,1,XPC
22,1,TFEB
347,1,KDM5A
15,1,MYOD1
21,1,TCEA1
289,1,SF3B1
411,1,MUTYH
309,1,ZMYM2
12,1,NIN
18,1,LRP1B
487,1,FES
54,1,SMC1A
129,1,SETD1B
174,1,N4BP2
92,1,HEY1
57,1,CUL3
2,1,TFRC
306,1,NF1
77,1,FAS
589,1,IL7R
456,1,SBDS
144,1,PDGFB
151,1,TP53
8,1,SOCS1
47,1,PTPRD
294,1,TERT
3,1,OLIG2
468,1,LATS1
219,1,PRKACA
220,1,CANT1
72,1,PRCC
275,1,KIF5B
15,1,CREB3L1
235,1,MSH6
46,1,NCOR2
115,1,ETV4
262,1,PABPC1
19,1,SIRPA
174,1,NRAS
41,1,MNX1
132,1,TFE3
946,1,AKT3
323,1,NCOA4
103,1,STAT3
192,1,FAM135B
5,1,TBX3
178,1,BRD4
116,1,SALL4
612,1,RUNX1T1
478,1,BAX
379,1,MLF1
111,1,RPN1
170,1,BRD3
67,1,STRN
5,1,NT5C2
64,1,ELK4
351,1,POT1
86,1,ATP1A1
122,1,BLM
53,1,ASXL2
641,1,BTK
32,1,ZNF331
64,1,FEV
58,1,TAF15
262,1,CREB3L2
336,1,WRN
40,1,SRC
5,1,BCOR
103,1,GPC5
39,1,HRAS
3,1,CLTCL1
79,1,GNAQ
11,1,RAP1GDS1
212,1,YWHAE
26,1,POU5F1
488,1,CDH1
211,1,RECQL4
291,1,PMS1
9,1,HOXD13
135,1,ALK
57,1,ELL
60,1,KTN1
52,1,HIST1H4I
794,1,ZEB1
14,1,TMEM127
52,1,SUFU
560,1,LCP1
716,1,PDGFRB
193,1,ZNF384
305,1,SH2B3
92,1,IDH1
46,1,THRAP3
76,1,LARP4B
202,1,MAFB
4,1,MYCN
40,1,CCDC6
33,1,RAD17
639,1,PTPRC
475,1,FCGR2B
77,1,GPHN
479,1,TSC1
230,1,POLQ
3,1,CDX2
504,1,BMPR1A
33,1,TRAF7
110,1,MYC
185,1,ABI1
526,1,FAT4
25,1,HOOK3
158,1,NSD1
204,1,NPM1
85,1,GOLGA5
549,1,VAV1
211,1,MAML2
553,1,TCF12
5,1,BMP5
3,1,TBL1XR1
218,1,MLLT6
2,1,TAL2
23,1,CUX1
250,1,KMT2C
44,1,NCKIPSD
560,1,ZMYM3
144,1,HIP1
4,1,IGF2BP2
453,1,GOPC
18,1,DDX5
495,1,PRDM1
63,1,CHD4
43,1,PMS2
150,1,TCF7L2
191,1,ASXL1
293,1,MAP3K13
83,1,ACKR3
53,1,IL2
21,1,RET
11,1,AKT1
13,1,SMAD3
201,1,BARD1
18,1,MET
183,1,LASP1
63,1,DNMT3A
280,1,IRF4
375,1,ERG
106,1,GMPS
48,1,CNTNAP2
238,1,CD79A
206,1,RPL5
9,1,CYSLTR2
46,1,SEPT5
79,1,SET
466,1,FH
577,1,CRTC3
37,1,CSMD3
236,1,IL6ST
139,1,SMARCA4
3,1,SLC45A3
21,1,HSP90AA1
247,1,EPAS1
24,1,JUN
8,1,CARS
235,1,TEC
212,1,COX6C
686,1,WWTR1
17,1,ARHGAP26
56,1,ETV1
44,1,SLC34A2
5,1,ACSL3
2,1,MPL
19,1,NFATC2
255,1,SDHC
95,1,VTI1A
58,1,NFKB2
355,1,SFRP4
335,1,NFKBIE
450,1,TMPRSS2
99,1,GPC3
228,1,LZTR1
240,1,FOXA1
208,1,PDGFRA
42,1,NDRG1
569,1,FANCA
179,1,MAP2K2
16,1,XPA
294,1,EML4
4,1,FAT1
8,1,WT1
77,1,STAT6
5,1,AMER1
30,1,ARHGEF10L
281,1,RHOA
548,1,LPP
403,1,MDM4
558,1,MYD88
27,1,GATA1
16,1,RBM15
124,1,CTNND2
11,1,COL2A1
81,1,EGFR
278,1,FANCF
124,1,DCTN1
535,1,SETDB1
22,1,NCOA2
50,1,RARA
35,1,SS18
10,1,PAFAH1B2
81,1,RANBP2
28,1,LMO1
68,1,EPS15
36,1,MTOR
85,1,NRG1
477,1,BAZ1A
133,1,RAC1
163,1,ZFHX3
724,1,EBF1
45,0,WNT5A
55,0,AP2M1
632,0,SUPT3H
303,0,ZNF879
6,0,CLEC16A
636,0,FGF7
248,0,MT-ATP6
10,0,PKP2
91,0,PRPF4
14,0,CALB2
376,0,OXSM
10,0,AHSG
224,0,ARPC5L
295,0,CNOT11
177,0,SAMD4A
192,0,SLC17A9
28,0,GOLPH3
8,0,HIST2H3A
174,0,RNF146
421,0,LONRF2
97,0,F8
94,0,ABHD8
65,0,SPTLC3
2,0,TEX11
94,0,PCSK7
47,0,COLGALT2
2,0,SAG
13,0,IFIT1
478,0,TMEM67
86,0,MIS18A
514,0,MAP4K1
138,0,VDR
23,0,KIF13B
11,0,MRPL32
32,0,ZNF33A
183,0,TRMU
56,0,SYT2
25,0,GFRA1
93,0,SEC61A2
24,0,MYH1
45,0,CTNNAL1
64,0,UGT8
824,0,FBXL2
679,0,COL6A2
348,0,ANKRD44
10,0,LOR
2,0,OR6K6
555,0,VIM
17,0,GTF2E1
4,0,MAT2A
104,0,SLC2A3
54,0,SIRT4
255,0,ZNF263
6,0,KLHL12
421,0,RAP2B
100,0,ROGDI
364,0,DDX42
2,0,KSR1
66,0,VPS11
36,0,PKNOX1
113,0,CREB3L4
98,0,AGO2
25,0,GYPA
123,0,RPS14
80,0,RBP1
363,0,CTAGE5
2,0,NUDCD2
100,0,NRCAM
565,0,GNB3
109,0,EPT1
157,0,CDK9
733,0,TGFB1I1
15,0,TNNT3
22,0,RUFY1
2,0,KLK4
46,0,HAO1
29,0,DUSP23
201,0,ZC3H8
771,0,ZSCAN18
258,0,HNRNPH3
80,0,TIGD6
65,0,LRRC58
16,0,APOH
128,0,NAT1
70,0,AGAP3
35,0,FBXO27
54,0,ALDH4A1
76,0,TNFAIP6
2,0,CYP26A1
297,0,RIPK4
66,0,ZSWIM7
15,0,BUD31
190,0,GPSM1
122,0,AOC1
243,0,CTGF
145,0,ZBTB25
2,0,TNN
95,0,MCC
80,0,TTC30A
51,0,IER3
144,0,RPS13
12,0,HMGN2
34,0,USP32
81,0,HSP90B1
97,0,DYRK4
2,0,SLC35D1
137,0,TRANK1
30,0,MGAT4A
58,0,RTN4
179,0,DFFB
124,0,VEZF1
91,0,PRR13
27,0,RBM18
243,0,FUNDC2
16,0,FKBP5
9,0,ZNF695
3,0,SCT
109,0,EML1
12,0,SLC47A2
116,0,NFKBIZ
16,0,FAM58A
179,0,CDK5
26,0,SLC45A4
90,0,MED12L
137,0,COMMD2
62,0,CCM2
94,0,RIN2
32,0,INSL3
51,0,MFSD2A
284,0,IL21
36,0,SERPINA11
15,0,KRT31
5,0,ZDHHC7
475,0,PPIF
222,0,ABCC12
134,0,NLRP1
232,0,TRIM21
44,0,GTF2F2
658,0,F11R
19,0,GUCA1C
93,0,CCDC142
102,0,YWHAB
510,0,MYOCD
32,0,SLC25A1
304,0,C1S
87,0,OGG1
337,0,CLECL1
18,0,AK4
326,0,TOP3B
130,0,DHX37
80,0,CARS2
151,0,DDT
43,0,NUP88
237,0,PSMB11
68,0,RNF181
297,0,CCDC109B
99,0,ARL4A
100,0,KCNK5
44,0,AMPD3
35,0,TMEM70
17,0,BCAN
172,0,TNF
292,0,MOV10
519,0,PNISR
284,0,OR8D1
494,0,EPM2A
14,0,KRTAP4-12
62,0,RNF19A
148,0,OTUB1
109,0,ALS2CR11
21,0,SLC23A3
130,0,ICAM4
278,0,CCNB1
141,0,DAB2
44,0,EPHB6
17,0,RTN4R
67,0,DESI2
31,0,SRM
613,0,SYNGAP1
447,0,GAB3
249,0,SEMA4C
316,0,ENO2
447,0,BSPRY
400,0,LAMA2
3,0,IL22
2,0,OR6K2
4,0,DUSP4
7,0,PPARGC1B
307,0,RIPPLY2
25,0,RGS1
152,0,CADPS
8,0,MTSS1L
150,0,ECT2
314,0,NMI
130,0,NSF
3,0,GHRH
12,0,PQBP1
540,0,GPRASP2
4,0,PIP
86,0,TACC2
62,0,CFI
117,0,EXOSC9
128,0,GNS
2,0,TAF7L
2,0,LIPE
25,0,UQCRHL
168,0,CSTF3
23,0,CXCL5
427,0,PNN
28,0,PANK3
510,0,NKIRAS1
2,0,CHRM5
12,0,FAH
476,0,NCF1
10,0,DOCK5
353,0,XAB2
568,0,MRPS12
148,0,SMG9
121,0,KCNK1
301,0,PPAP2A
294,0,PFN3
255,0,NAT10
128,0,RPL23A
64,0,PLAGL1
306,0,RDH13
156,0,USP47
29,0,LTC4S
431,0,PECAM1
8,0,SMYD1
8,0,AKAP4
75,0,IL1RAPL1
83,0,GABARAPL2
4,0,PIGH
405,0,UBE2C
100,0,RIOK2
3,0,ATAD2
286,0,CNNM1
162,0,DIS3L
721,0,ABI2
27,0,SLC44A1
3,0,SUMO3
74,0,UGT1A10
83,0,JMJD4
54,0,CNPY1
4,0,ZNF41
87,0,TTLL5
34,0,HOXA1
126,0,RAB3B
539,0,ZNF594
68,0,NSA2
6,0,CDH18
64,0,TATDN2
342,0,ZNF614
33,0,GATA6
179,0,NAE1
57,0,LCMT2
213,0,TXNDC17
97,0,RINT1
44,0,EIF5B
580,0,HSPG2
92,0,MED22
41,0,G3BP2
89,0,CHKA
37,0,CDK2AP1
160,0,SLC5A1
2,0,EXOSC6
140,0,ELAVL4
456,0,EME2
125,0,RPL37A
135,0,KLHDC10
60,0,PFDN5
72,0,ZCCHC17
249,0,UBL5
21,0,IHH
2,0,IFNA16
270,0,SRPRB
208,0,SPAG1
24,0,RDH11
130,0,MEGF10
268,0,BTN2A1
117,0,PPP2R3C
23,0,SBF1
54,0,ZNHIT1
15,0,SPSB3
43,0,HSPBAP1
165,0,MAPRE3
205,0,ARID5A
11,0,RNF2
2,0,RS1
88,0,OR5M8
6,0,WDR91
366,0,CETN2
76,0,CBR1
53,0,UBOX5
55,0,KDM6B
117,0,OR2G3
491,0,CD86
4,0,ULBP2
32,0,HFE
133,0,SCML2
24,0,ATP6V1C1
2,0,PRKAG3
3,0,NPY1R
307,0,SLC27A2
377,0,FRS3
890,0,ARHGEF25
664,0,SFI1
16,0,DHTKD1
159,0,ARPP19
54,0,SLC35F5
314,0,HLA-DOB
93,0,CBLL1
367,0,ITGAX
12,0,DAPK1
95,0,CCNI
20,0,ACAN
60,0,UGCG
122,0,SSR2
2,0,MTMR10
117,0,SMC2
129,0,CHGA
29,0,DEPDC7
85,0,TMEM180
449,0,ALG13
66,0,C1GALT1C1
28,0,POLH
128,0,ERAS
143,0,SH3KBP1
177,0,RELA
49,0,DARS
2,0,OXT
584,0,AHNAK
522,0,GZMA
339,0,HK3
206,0,EIF3A
69,0,OR8K3
26,0,CHML
60,0,GXYLT1
20,0,GINS3
130,0,NBPF1
29,0,TBC1D25
43,0,ADRB3
126,0,EEF1G
4,0,HMG20B
2,0,RAB3A
151,0,GNAI3
11,0,STS
53,0,HSPA5
56,0,PUF60
67,0,GLI4
3,0,BPGM
111,0,CXCL1
7,0,TMEM115
292,0,TPD52
2,0,CCDC38
141,0,ASIC1
279,0,PTPRA
433,0,PLS1
197,0,APEX2
223,0,STK4
3,0,SOCS6
3,0,GNGT1
628,0,ZNF585B
309,0,ACADS
61,0,SLU7
344,0,LPAR1
145,0,PRUNE2
10,0,RFFL
115,0,ERN1
137,0,WDR7
47,0,SETX
242,0,KATNA1
34,0,QPRT
21,0,COPA
4,0,OR5T2
101,0,ARHGDIA
2,0,ACTN3
167,0,PAK2
46,0,KCNN3
48,0,TRAPPC1
22,0,FGF9
71,0,RHBG
192,0,PSMC2
11,0,IWS1
882,0,SPTBN4
518,0,FCHSD1
867,0,DTX3
4,0,MAN2A1
42,0,ZFAND2B
92,0,TAB2
397,0,IRAK4
363,0,CPT2
313,0,RAD18
63,0,KCNA1
117,0,CLN6
216,0,SLC34A3
5,0,MRM1
2,0,IGF2BP1
103,0,GPC6
14,0,ZNF652
448,0,FBLN5
107,0,ZNF223
2,0,AMD1
250,0,COTL1
56,0,ZFYVE28
407,0,BICD1
158,0,CPSF7
52,0,EPPK1
234,0,KIR2DL4
675,0,CYBA
300,0,KIF13A
84,0,WNT1
186,0,PSMD2
3,0,KCNK4
625,0,ITGA4
208,0,ZDHHC1
97,0,PPP4R4
7,0,LIPG
334,0,NDUFS1
344,0,ZYX
209,0,USP49
23,0,TNNT1
33,0,STMN4
114,0,WDR74
63,0,CLDN16
2,0,SLC22A1
2,0,KRCC1
34,0,CASQ1
428,0,MOGS
2,0,IFNA1
2,0,MPG
548,0,ZBTB47
56,0,ANG
647,0,FZD3
4,0,PPP2R2D
320,0,SECISBP2
230,0,SSX5
39,0,BMP2
86,0,PPARA
191,0,ADAMTS2
17,0,ERAP2
81,0,CTDSP2
25,0,SCOC
176,0,SLC27A1
272,0,BRDT
20,0,FLOT1
3,0,MRGBP
11,0,ITIH3
65,0,JAKMIP2
222,0,CA13
5,0,QRFPR
754,0,SOBP
28,0,PPP3R1
74,0,FKBP1A
491,0,FYCO1
98,0,RFC3
25,0,PANX1
11,0,ZNF597
4,0,CYP8B1
48,0,NUDT5
428,0,CD27
3,0,OR5P2
548,0,COL4A2
218,0,CASC4
2,0,TUBA3E
2,0,GTF2H2
8,0,SLC7A11
33,0,EPB41L5
159,0,SAAL1
76,0,B4GALT3
52,0,KIF1C
162,0,MRPS9
16,0,VPS26B
29,0,METTL10
90,0,PAK1IP1
16,0,TAF10
48,0,H2AFY2
102,0,CYP51A1
135,0,POLR2A
80,0,MGEA5
139,0,MRPS30
29,0,LZIC
52,0,TMEM222
29,0,NDNL2
6,0,KCTD3
299,0,TIMM10
31,0,XYLT1
23,0,GLIS3
583,0,ATXN3
90,0,WDR18
12,0,MCOLN1
3,0,FBXO9
191,0,GIGYF2
134,0,DVL3
26,0,RAP2A
25,0,MPP7
324,0,ACAT1
139,0,ZC3H12A
131,0,SURF1
79,0,CX3CL1
30,0,TEX261
5,0,NIT2
172,0,ZHX3
248,0,BAZ1B
71,0,NR2C1
812,0,ZNF135
11,0,OR5P3
16,0,SLC44A5
131,0,NCAPG2
5,0,RXFP3
515,0,NADSYN1
13,0,LIN9
86,0,CACNA1F
207,0,COL11A2
13,0,ELP4
152,0,TRAF1
61,0,ATMIN
74,0,MSL3
2,0,OR2Z1
65,0,CTBP1
45,0,HPRT1
141,0,POLE3
324,0,TMEM130
331,0,NR2C2
4,0,TMCO3
82,0,COL9A2
49,0,INHBA
226,0,RAB3IP
2,0,OR1L1
2,0,TKTL2
2,0,GTPBP6
39,0,ZNF385A
97,0,MTIF3
17,0,FGB
43,0,ZNHIT2
51,0,HPGD
52,0,NAIF1
307,0,C1QA
67,0,PDXK
93,0,L3MBTL3
2,0,OR10K2
401,0,LRP2BP
124,0,TUBA1C
484,0,SLC7A7
306,0,RBPJ
43,0,FOXI1
7,0,PSD2
389,0,TNXB
74,0,SAP30L
175,0,PDE10A
102,0,COPG2
6,0,AVP
204,0,TMCO1
90,0,TYW1
153,0,CEBPE
2,0,OR6N2
231,0,TOLLIP
2,0,SLC25A25
39,0,HIGD1B
332,0,CENPU
423,0,C9orf9
5,0,NQO1
18,0,SAC3D1
55,0,CCL13
90,0,RNF40
14,0,HOXC5
177,0,BRMS1L
446,0,CNTN1
3,0,CCDC140
315,0,MRPS34
25,0,CACYBP
117,0,PDCD6
642,0,CYBRD1
360,0,TOP2A
3,0,WDR38
34,0,GATM
255,0,RNF113B
5,0,ADCK2
134,0,DNAJC21
248,0,PFDN6
3,0,UBE2E3
526,0,LTBP4
177,0,TCF20
125,0,FAM160A2
5,0,YES1
216,0,CDC6
74,0,MAP2
2,0,ABCB4
23,0,GRP
35,0,DGUOK
158,0,CLK1
3,0,FAM63A
2,0,OR51B6
183,0,FMO2
100,0,CLASP1
48,0,TAF4B
335,0,GNGT2
3,0,LHX2
124,0,CCT8
78,0,BANF1
24,0,LYPLAL1
2,0,MUC17
139,0,ERP44
72,0,NEDD4
113,0,CCNK
251,0,PGLS
31,0,MED31
23,0,CBX2
604,0,ZNF382
5,0,NPY5R
23,0,SPDEF
285,0,PNKP
124,0,TOP2B
4,0,TOX2
718,0,AEBP1
283,0,KCND2
22,0,TGM2
156,0,SERP1
211,0,OR5AC2
63,0,ZDHHC4
55,0,ACCS
26,0,NPAS2
90,0,RSPRY1
389,0,ATP5C1
85,0,STX18
76,0,FAM122C
114,0,RPRM
183,0,NFASC
133,0,PEX16
31,0,MDP1
48,0,PFKFB2
52,0,FBXL15
39,0,NMRAL1
208,0,A4GALT
103,0,KLHL28
21,0,RBM22
70,0,SIAH1
176,0,NFKB1
428,0,IL18RAP
399,0,MRPL37
9,0,BAMBI
53,0,ACACB
389,0,VWF
4,0,FBP2
31,0,RUVBL1
155,0,RPS6KC1
128,0,IFNW1
7,0,APLN
7,0,FXYD2
98,0,ANGPTL5
692,0,CASP2
39,0,STK17A
478,0,GIMAP4
363,0,PDDC1
43,0,TBC1D14
450,0,LPXN
216,0,CD1A
69,0,UBAP2
393,0,S100A14
57,0,RBM38
163,0,MED30
418,0,PFN2
47,0,ANKRD28
59,0,POLR3H
28,0,NRBP2
318,0,HSPA9
75,0,MYO1E
159,0,TYW3
5,0,OR2W3
3,0,FRG1B
2,0,IFNA21
293,0,FNBP4
123,0,SYNE1
310,0,ZNF43
499,0,ARL11
55,0,EYA2
3,0,PITPNC1
46,0,ZNF683
98,0,UPF3B
384,0,NELFCD
38,0,HK2
35,0,GPR68
11,0,TAF12
9,0,PPA1
54,0,FANCB
14,0,SEC14L5
213,0,PIP5KL1
13,0,ARSK
581,0,NME5
315,0,CPE
148,0,CLSTN1
239,0,AFAP1L1
448,0,RTKN2
2,0,CCDC141
699,0,SLC25A14
4,0,SMPX
38,0,LIN37
477,0,ATAD5
97,0,LGALS2
116,0,ANXA11
298,0,ZNF605
173,0,ZG16B
107,0,DTWD2
82,0,HTR3D
206,0,ZDHHC5
10,0,F3
2,0,INHBE
150,0,AMIGO2
17,0,IRX1
5,0,PEX14
3,0,MTRNR2L8
93,0,MOCS3
13,0,ZNF195
27,0,PLA2G5
22,0,DPH5
9,0,ZNF689
232,0,S1PR1
29,0,PEBP4
142,0,EIF3F
119,0,EEF1E1
293,0,POU4F2
40,0,SLC26A9
121,0,PTDSS2
244,0,ADAMTS13
106,0,RRS1
6,0,KRT16
50,0,CCDC53
57,0,ADAMTS4
495,0,ETS1
752,0,UNK
313,0,ESAM
195,0,MARK1
269,0,PTK2B
144,0,TIMM22
20,0,SERPINE2
16,0,SPSB2
34,0,CLIC5
123,0,TRIM28
94,0,SAV1
698,0,CEP164
496,0,HDX
88,0,SLC16A11
397,0,ATP2C2
295,0,SVIL
2,0,GAST
35,0,THAP3
296,0,ZNF169
255,0,IGSF1
5,0,TMEM160
19,0,SLC22A12
3,0,OR2K2
229,0,EPB41
217,0,NES
481,0,LRIG2
47,0,GTF2H3
3,0,PWP2
56,0,DCTN4
19,0,RAD51AP2
2,0,MPP4
76,0,CAMTA2
37,0,ARNTL2
91,0,WNT10B
123,0,ZBED2
2,0,INPP1
16,0,MAPK3
104,0,AK7
205,0,KIAA1468
46,0,RPA3
46,0,C8A
85,0,LMAN1
9,0,LRSAM1
272,0,MEF2C
213,0,ZNF687
306,0,MTBP
344,0,SMC5
113,0,TAPBPL
408,0,EXPH5
455,0,PHIP
27,0,OR2G2
3,0,OR2B11
126,0,RPS16
437,0,PDLIM4
213,0,STARD3
48,0,IGF2
296,0,RHBDL2
90,0,HELQ
95,0,EIF4A3
319,0,STAP1
38,0,RPS19BP1
230,0,MSL1
27,0,MAP2K5
2,0,NOX3
530,0,PRRG2
352,0,SCAMP4
53,0,FSCN1
51,0,SOX4
405,0,JPH2
2,0,GATA4
2,0,MYO18B
7,0,LCORL
44,0,LRP6
21,0,BAG5
163,0,PRPF6
63,0,RFC4
168,0,CCDC97
55,0,METTL6
132,0,CSNK1D
548,0,MYL9
196,0,TFPI
6,0,NTN4
130,0,SGSH
126,0,NDUFAF3
6,0,MME
155,0,CNOT8
144,0,PIGR
273,0,MANEAL
17,0,APOA2
148,0,RPL15
5,0,TMEM135
283,0,PLSCR4
60,0,CLIP2
71,0,BRAP
10,0,DYRK1B
33,0,YBX3
630,0,ZNF175
3,0,KAZALD1
46,0,FOXF2
2,0,OR10W1
398,0,ZNF335
484,0,ST8SIA4
65,0,TMED1
143,0,SRP9
11,0,ENOPH1
845,0,RABL2B
5,0,HMX3
8,0,SNUPN
19,0,GNAT3
603,0,TCEAL3
655,0,ADPGK
199,0,MMADHC
265,0,P2RY13
54,0,PDCD2L
243,0,ADAL
2,0,IL17A
206,0,AAAS
12,0,CCL16
493,0,SOD3
290,0,CORO2B
78,0,ITGBL1
25,0,NPHS2
5,0,CCL11
16,0,RWDD3
21,0,WARS
304,0,MAPK15
19,0,HEBP1
3,0,FAM151B
605,0,MMP14
31,0,MIDN
154,0,PIN1
2,0,OR4F6
10,0,H1F0
442,0,ACTR3C
22,0,PAPOLA
137,0,DEDD
206,0,PI3
6,0,MYF6
46,0,POP5
63,0,USP54
21,0,ENY2
60,0,MAFK
23,0,OR7A5
284,0,AGER
394,0,CYTH3
14,0,ORAI3
444,0,ATP1A2
162,0,SEPHS2
620,0,E2F2
229,0,LSP1
2,0,CLDN6
300,0,MC1R
65,0,MOGAT3
28,0,APOBEC1
45,0,RNF166
52,0,ZNF81
12,0,SEC11A
48,0,ADCY1
465,0,MYCBPAP
19,0,PPM1L
174,0,GLB1
98,0,CINP
230,0,AKTIP
115,0,DPP10
127,0,RPL6
28,0,SLC25A15
171,0,MAD2L1BP
22,0,FNTA
138,0,RTF1
264,0,COMMD9
